일시,평균기온(℃),최고기온(℃),"	최고기온시각",최저기온(℃),최저기온시각일교차,
2018-01-04,2.8,7.7,13:07,-1.7,7:10,9.4
2018-01-05,4.1,9.7,14:43,0.7,23:43,9
2018-01-06,3.1,8.5,14:07,-0.8,7:18,9.3
2018-01-07,5.4,9.4,15:10,0.4,6:50,9
2018-01-08,5.8,7.4,12:30,4.3,23:47,3.1
2018-01-09,1.9,4.7,14:24,0.1,21:55,4.6
2018-01-10,-0.7,2.5,13:20,-4.8,23:55,7.3
2018-01-11,-4.6,0,15:02,-7.4,7:39,7.4
2018-01-12,-4.8,0.1,14:52,-9.4,7:26,9.5
2018-01-13,-0.2,5.6,14:45,-5.7,2:20,11.3
2018-01-14,3.5,9.1,14:04,-1.1,5:25,10.2
2018-01-15,9.3,14,14:09,4.2,0:29,9.8
2018-01-16,8.8,11,9:20,5.5,23:46,5.5
2018-01-17,6.4,8.3,13:33,5.4,0:07,2.9
2018-01-18,7.2,11.6,13:49,4.1,5:26,7.5
2018-01-19,6,11.9,13:22,1.8,6:36,10.1
2018-01-20,5.2,10.5,14:27,0.7,6:42,9.8
2018-01-21,6.5,11.5,12:27,2.1,7:16,9.4
2018-01-22,6.1,7.6,16:08,4.7,7:22,2.9
2018-01-23,-1.3,6.1,0:09,-5.4,23:43,11.5
2018-01-24,-6.7,-2.2,15:24,-9.8,7:42,7.6
2018-01-25,-5.1,0.2,15:09,-9.8,7:24,10
2018-01-26,-5.4,0.3,14:42,-9.9,7:36,10.2
2018-01-27,-1.4,5.4,14:05,-8.6,4:19,14
2018-01-28,1.4,5.5,14:42,-1,8:24,6.5
2018-01-29,-2.4,2.4,14:20,-6,7:39,8.4
2018-01-30,-2.1,3,14:49,-6.8,5:33,9.8
2018-01-31,1.9,6.8,14:05,-3.4,5:31,10.2
2018-02-01,3.3,9.4,15:01,-0.6,7:19,10
2018-02-02,2.6,7.4,14:04,-0.8,5:42,8.2
2018-02-03,-0.2,4.3,12:51,-4.8,23:48,9.1
2018-02-04,-4.7,-0.2,14:23,-8,6:48,7.8
2018-02-05,-4.4,1.5,14:35,-8,5:57,9.5
2018-02-06,-5.1,0.5,15:15,-8.9,6:46,9.4
2018-02-07,-3.5,3.1,15:14,-9.6,7:28,12.7
2018-02-08,0.8,6.8,12:41,-4.5,7:33,11.3
2018-02-09,6.1,10.9,12:57,0,0:59,10.9
2018-02-10,6.4,11.6,14:46,1.1,23:56,10.5
2018-02-11,-1.1,3.5,14:51,-4.6,7:19,8.1
2018-02-12,-0.8,3.5,14:08,-4,7:29,7.5
2018-02-13,1.8,6.7,14:48,-2.6,7:21,9.3
2018-02-14,8.5,12.9,15:13,1.9,0:51,11
2018-02-15,7.8,11.9,12:39,5.1,23:40,6.8
2018-02-16,6.6,11.6,13:44,3.6,6:11,8
2018-02-17,4.1,9.5,13:43,0.2,7:07,9.3
2018-02-18,4.8,9.9,12:10,0.1,7:07,9.8
2018-02-19,7,11.2,13:57,4.1,6:04,7.1
2018-02-20,8.3,13.8,14:09,3.2,6:39,10.6
2018-02-21,5.3,9.8,12:16,2.6,23:14,7.2
2018-02-22,4.2,8.9,14:46,0.2,7:14,8.7
2018-02-23,6.8,12.3,14:08,1.9,4:27,10.4
2018-02-24,8.6,14.7,13:06,5.5,7:14,9.2
2018-02-25,8.6,13.9,12:30,5.6,0:01,8.3
2018-02-26,7.5,11.9,12:24,3.2,7:05,8.7
2018-02-27,9.2,14.7,13:12,4.2,4:31,10.5
2018-02-28,9.6,12.3,21:00,7.6,23:54,4.7
2018-03-01,7.4,12,12:10,2.7,23:57,9.3
2018-03-02,4.9,9.8,13:51,-0.7,6:23,10.5
2018-03-03,9.6,16.4,14:35,4.1,4:14,12.3
2018-03-04,13.2,15.4,14:18,10.2,0:01,5.2
2018-03-05,6.5,13.4,2:48,3.4,22:58,10
2018-03-06,6.4,11.4,12:19,3.1,0:38,8.3
2018-03-07,7.2,9.7,14:13,5,23:55,4.7
2018-03-08,4.9,6.3,13:58,4.2,22:38,2.1
2018-03-09,4.8,9.4,11:57,2.2,4:58,7.2
2018-03-10,7.6,11.2,13:57,3.4,6:39,7.8
2018-03-11,9.7,15.6,13:22,4.3,6:56,11.3
2018-03-12,11.2,15.8,13:19,6,6:27,9.8
2018-03-13,13.3,17.3,15:17,9.7,6:15,7.6
2018-03-14,15.3,19,14:31,12.4,0:52,6.6
2018-03-15,14.3,15.6,1:50,10.1,23:58,5.5
2018-03-16,5.3,10.3,14:31,2.4,21:43,7.9
2018-03-17,6.6,10.8,14:59,2.3,4:25,8.5
2018-03-18,10.7,16.4,13:46,4.9,6:01,11.5
2018-03-19,9.6,12.8,9:53,5.4,23:21,7.4
2018-03-20,5.7,8.5,11:09,3,23:52,5.5
2018-03-21,2.9,4.4,16:39,1,6:08,3.4
2018-03-22,6.8,14.3,15:38,2,5:20,12.3
2018-03-23,9.6,15.6,11:52,4.7,6:22,10.9
2018-03-24,12.4,18.5,12:18,6.6,6:47,11.9
2018-03-25,13.9,19.4,13:07,8.8,5:25,10.6
2018-03-26,15.5,21.4,12:30,12.1,6:18,9.3
2018-03-27,16,21.1,12:09,11.4,6:43,9.7
2018-03-28,15.6,19.4,13:52,11.5,4:53,7.9
2018-03-29,15.1,22.3,12:24,11.2,23:49,11.1
2018-03-30,12.7,17.2,12:08,10.2,5:41,7
2018-03-31,14.1,18.3,12:03,9,6:14,9.3
2018-04-01,16.3,19.5,11:05,13.4,4:09,6.1
2018-04-02,17.9,21.3,15:17,15.3,5:21,6
2018-04-03,18.2,21.5,14:07,15.6,6:12,5.9
2018-04-04,11.1,17.6,1:25,8.5,19:17,9.1
2018-04-05,10.5,12.1,12:23,8.8,0:01,3.3
2018-04-06,10.7,16.4,14:23,6.6,23:25,9.8
2018-04-07,6.5,10.2,15:04,4.1,6:07,6.1
2018-04-08,8.8,11.9,21:25,3,6:15,8.9
2018-04-09,13.6,18.8,12:45,10.8,7:10,8
2018-04-10,14.9,18.3,13:37,9.6,3:19,8.7
2018-04-11,18.7,22.2,13:26,15.7,23:32,6.5
2018-04-12,16.3,21.3,11:55,13,4:17,8.3
2018-04-13,13.7,17.4,9:44,11.6,5:30,5.8
2018-04-14,12.5,16.4,14:58,11.1,7:59,5.3
2018-04-15,13.9,19.6,15:01,9.5,6:30,10.1
2018-04-16,12.8,16.7,10:26,8.5,6:14,8.2
2018-04-17,13.9,17.8,11:30,11,4:52,6.8
2018-04-18,15.3,19.8,12:11,12.1,1:16,7.7
2018-04-19,15.8,19.3,16:28,11.4,6:08,7.9
2018-04-20,18.8,23.9,14:27,14.5,5:27,9.4
2018-04-21,18.9,23.3,13:03,13.8,5:09,9.5
2018-04-22,17.1,22.4,11:14,13.5,23:46,8.9
2018-04-23,11.8,13.5,0:01,11,23:12,2.5
2018-04-24,12,14.7,13:17,10.6,23:29,4.1
2018-04-25,13.3,18.6,14:48,8,5:49,10.6
2018-04-26,14.5,18.1,10:28,9.3,5:34,8.8
2018-04-27,16,24.3,13:45,12.4,23:53,11.9
2018-04-28,16.5,20.7,16:22,11.1,4:02,9.6
2018-04-29,17.1,21.1,10:33,14.5,5:37,6.6
2018-04-30,19,22.7,14:15,15.2,0:36,7.5
2018-05-01,18.3,22.6,13:48,16.1,6:33,6.5
2018-05-02,15.2,17.5,0:01,13,23:59,4.5
2018-05-03,14.2,19.7,13:12,11.2,5:42,8.5
2018-05-04,14.8,18.5,12:48,10.2,5:28,8.3
2018-05-05,16.9,20.2,14:16,13.6,5:07,6.6
2018-05-06,16.2,17.6,16:52,14.8,23:56,2.8
2018-05-07,14.8,16.7,15:51,13.9,7:15,2.8
2018-05-08,14.2,15.6,13:13,12.7,23:40,2.9
2018-05-09,13.2,16.7,14:54,11.3,21:21,5.4
2018-05-10,14.3,18.3,13:06,9.8,5:20,8.5
2018-05-11,17.1,21.3,14:40,12.7,5:51,8.6
2018-05-12,17.8,18.9,13:22,16.3,0:01,2.6
2018-05-13,19.2,23.3,14:36,16.8,23:47,6.5
2018-05-14,20,23.1,15:30,16,1:13,7.1
2018-05-15,21.4,25.1,11:35,18.7,5:29,6.4
2018-05-16,20.7,21.6,23:16,19.6,10:21,2
2018-05-17,20.9,21.6,0:42,20,10:48,1.6
2018-05-18,16.3,20.9,2:17,12.9,23:32,8
2018-05-19,14.7,18.8,11:10,12.7,1:19,6.1
2018-05-20,15.4,19.6,13:58,12.3,3:11,7.3
2018-05-21,17.2,22.4,12:15,13.5,2:57,8.9
2018-05-22,18,22.4,14:29,14.1,4:52,8.3
2018-05-23,18.1,24.9,13:49,15,23:24,9.9
2018-05-24,19.4,23.8,15:53,14.1,3:36,9.7
2018-05-25,21.1,26,10:40,18.4,4:50,7.6
2018-05-26,20.5,26.6,12:46,17.4,23:37,9.2
2018-05-27,20.2,24.9,12:52,16.1,5:05,8.8
2018-05-28,19.5,21.3,7:59,17.7,23:43,3.6
2018-05-29,21,26.1,11:27,17.5,0:57,8.6
2018-05-30,21.9,26,11:21,18.6,2:27,7.4
2018-05-31,20.2,24,13:14,17.7,23:53,6.3
2018-06-01,21.6,25.4,10:14,17.4,1:22,8
2018-06-02,22.9,28.2,9:34,19.4,0:34,8.8
2018-06-03,21.3,25.1,14:41,18.4,3:18,6.7
2018-06-04,22.2,26.3,12:19,16.9,5:50,9.4
2018-06-05,19.7,21.9,0:01,18.7,22:37,3.2
2018-06-06,21.6,26,9:54,18.3,4:32,7.7
2018-06-07,21.8,25.5,9:08,18.8,5:47,6.7
2018-06-08,22.8,27.8,11:38,20.6,0:51,7.2
2018-06-09,21.2,24.7,13:20,18.7,5:12,6
2018-06-10,19.3,23.5,11:59,17,21:07,6.5
2018-06-11,17.2,21.2,15:58,15.5,7:32,5.7
2018-06-12,18.3,21.6,12:51,16.2,5:08,5.4
2018-06-13,19.6,23.1,14:50,17.4,4:57,5.7
2018-06-14,19.9,23.4,12:57,17.6,2:13,5.8
2018-06-15,19.3,23.6,12:05,17.1,4:37,6.5
2018-06-16,18.5,22.9,14:02,16.2,23:53,6.7
2018-06-17,20.9,25.9,14:28,15.1,3:48,10.8
2018-06-18,22.8,26.2,16:06,19.8,5:00,6.4
2018-06-19,21.6,26.4,14:35,19.8,2:35,6.6
2018-06-20,22.8,27,10:11,19.4,5:34,7.6
2018-06-21,24.7,30.3,13:30,21,23:27,9.3
2018-06-22,24,27.5,16:15,20.8,2:20,6.7
2018-06-23,23,26.7,15:12,20.8,8:18,5.9
2018-06-24,24.7,31.3,11:50,21.1,1:31,10.2
2018-06-25,23.3,26.5,15:20,20.8,4:47,5.7
2018-06-26,22.8,24.1,16:47,21,3:27,3.1
2018-06-27,23.1,25.1,15:17,22.2,8:28,2.9
2018-06-28,21.2,22.6,3:18,18.5,6:51,4.1
2018-06-29,22.2,24.3,13:27,21.2,0:25,3.1
2018-06-30,21,23,8:06,19.8,16:58,3.2
2018-07-01,24.5,28.5,14:53,19.8,0:01,8.7
2018-07-02,25.4,29.4,13:23,22.9,3:49,6.5
2018-07-03,22.7,24.4,0:01,22.1,13:46,2.3
2018-07-04,25,29.5,14:54,22.2,0:22,7.3
2018-07-05,22.9,25.8,15:29,21.7,23:45,4.1
2018-07-06,20.8,21.7,0:01,19.3,23:06,2.4
2018-07-07,20,22.7,13:04,18.6,23:33,4.1
2018-07-08,19.7,23.4,14:03,17.8,2:15,5.6
2018-07-09,20,22.3,16:18,18.4,2:09,3.9
2018-07-10,24,28.7,13:17,19.5,3:20,9.2
2018-07-11,26.6,30.3,14:09,22.6,0:06,7.7
2018-07-12,27.4,30.3,12:38,25.1,5:17,5.2
2018-07-13,27,29.9,9:08,24.8,20:59,5.1
2018-07-14,27.6,31,9:48,24.8,21:20,6.2
2018-07-15,27.2,30.6,12:12,23.6,2:42,7
2018-07-16,27.1,30.8,14:10,23.4,5:39,7.4
2018-07-17,27.6,30.8,11:08,24.7,3:58,6.1
2018-07-18,28.1,32.3,10:55,25.2,5:42,7.1
2018-07-19,29.1,32.2,14:11,25.7,3:23,6.5
2018-07-20,29.6,33.7,11:20,26,5:26,7.7
2018-07-21,29.2,32.6,12:21,26.8,4:58,5.8
2018-07-22,29.7,33.2,16:32,26.9,5:43,6.3
2018-07-23,29.5,33,10:30,27.5,5:15,5.5
2018-07-24,29.3,32.6,10:59,26.7,5:14,5.9
2018-07-25,29.6,33.1,11:12,26.5,5:09,6.6
2018-07-26,30.4,34,11:50,27.8,5:56,6.2
2018-07-27,29.8,33.3,12:16,27.5,5:55,5.8
2018-07-28,29.3,32.5,12:16,26.9,5:49,5.6
2018-07-29,29.3,35.4,13:41,25.5,23:46,9.9
2018-07-30,28.9,33.2,11:50,25.5,0:01,7.7
2018-07-31,29.8,33.9,14:28,26.3,5:20,7.6
2018-08-01,30.3,34.6,12:49,27.1,2:31,7.5
2018-08-02,30,33.6,11:35,27.1,5:13,6.5
2018-08-03,29.9,33.4,13:44,27.3,5:51,6.1
2018-08-04,30.1,33.8,12:12,27.2,5:26,6.6
2018-08-05,31.3,36.4,12:43,28.1,5:39,8.3
2018-08-06,29.9,33.5,11:47,28,23:55,5.5
2018-08-07,28.4,32.2,13:05,26.1,23:47,6.1
2018-08-08,27.9,31.7,10:51,24.9,5:27,6.8
2018-08-09,28.4,32.8,12:32,25.1,22:11,7.7
2018-08-10,26.7,28.2,8:05,25.9,0:36,2.3
2018-08-11,27.3,31.5,13:10,24.6,5:56,6.9
2018-08-12,28.8,32.7,13:17,26.3,6:20,6.4
2018-08-13,30.9,34.9,16:05,27.3,5:09,7.6
2018-08-14,29.9,33.7,11:30,27.5,5:25,6.2
2018-08-15,28.6,34,11:09,25.6,22:00,8.4
2018-08-16,26.2,28.1,9:04,23.7,23:33,4.4
2018-08-17,25.2,28.8,13:20,23.2,23:10,5.6
2018-08-18,25,28.9,12:42,22.2,23:51,6.7
2018-08-19,25.3,30,11:07,21.2,5:35,8.8
2018-08-20,26.2,29.7,10:49,22.6,5:48,7.1
2018-08-21,28.6,32.9,13:23,24.1,4:42,8.8
2018-08-22,29.8,32.6,11:45,27.5,3:53,5.1
2018-08-23,28,30,10:55,26.3,22:05,3.7
2018-08-24,26.7,30,15:21,25.1,5:11,4.9
2018-08-25,25.7,28,11:25,24.6,16:26,3.4
2018-08-26,25.9,29.1,13:32,23.9,22:17,5.2
2018-08-27,26,27.1,15:13,23.9,0:01,3.2
2018-08-28,27.1,30.5,14:05,25.5,22:39,5
2018-08-29,27.3,30.2,13:30,24.7,5:05,5.5
2018-08-30,27.5,30.2,12:41,25.4,4:21,4.8
2018-08-31,26,28,8:59,23.7,22:47,4.3
2018-09-01,21.6,24.6,15:11,19.3,5:06,5.3
2018-09-02,22.8,26,13:27,20.9,6:34,5.1
2018-09-03,24.7,26.6,14:09,22.4,0:01,4.2
2018-09-04,25.1,30,16:28,21.6,7:39,8.4
2018-09-05,24.3,28.1,14:04,19.7,4:52,8.4
2018-09-06,23.8,26.3,14:22,21.7,5:24,4.6
2018-09-07,21.7,24,4:39,19.8,8:45,4.2
2018-09-08,21.3,23.9,13:55,19.2,6:32,4.7
2018-09-09,22.3,26.5,14:44,20.6,23:31,5.9
2018-09-10,21.5,26,12:23,19,5:36,7
2018-09-11,21.2,25.8,12:11,18.4,3:00,7.4
2018-09-12,23.2,28.1,12:13,19.7,0:01,8.4
2018-09-13,21.8,23.2,10:32,20.7,20:53,2.5
2018-09-14,21.8,23,15:09,20.5,7:24,2.5
2018-09-15,22.6,25.1,12:39,20.8,7:06,4.3
2018-09-16,24.9,28.1,14:33,22,1:31,6.1
2018-09-17,23.8,27.7,15:20,21.7,6:17,6
2018-09-18,24,28,12:53,21.7,2:54,6.3
2018-09-19,23.2,26.2,10:29,20.9,23:56,5.3
2018-09-20,20.6,21.6,14:09,20.1,4:10,1.5
2018-09-21,20.7,21.9,8:36,19.3,22:58,2.6
2018-09-22,22.4,27.5,14:47,19.1,4:41,8.4
2018-09-23,22.3,26.9,12:42,19.2,6:27,7.7
2018-09-24,19.6,22,11:37,16.8,23:58,5.2
2018-09-25,19.8,25.5,11:58,14.9,4:43,10.6
2018-09-26,20,24.2,12:58,17.3,23:52,6.9
2018-09-27,19.6,23.8,13:19,17,0:53,6.8
2018-09-28,19.9,24.8,13:23,16.8,0:57,8
2018-09-29,18,19.1,3:41,17.2,7:41,1.9
2018-09-30,19.6,25.2,14:28,15.9,23:40,9.3
2018-10-01,17.9,22.4,14:13,15.2,2:00,7.2
2018-10-02,17.3,22.3,13:31,14,6:29,8.3
2018-10-03,18.6,24.6,13:53,14.5,6:12,10.1
2018-10-04,20.1,25,11:30,16.4,1:43,8.6
2018-10-05,19.5,20.3,13:08,18.1,7:12,2.2
2018-10-06,21.6,23.6,4:50,19.2,23:58,4.4
2018-10-07,20.8,25.6,11:28,18.2,4:38,7.4
2018-10-08,18.6,23.7,11:58,15.5,6:55,8.2
2018-10-09,18.1,21.1,10:21,15.5,6:59,5.6
2018-10-10,17.1,20.9,13:46,12.6,24:00:00,8.3
2018-10-11,13.3,17.5,12:45,10.6,8:17,6.9
2018-10-12,13.9,18.5,14:10,9.5,6:37,9
2018-10-13,16.1,21.5,11:08,11.7,4:13,9.8
2018-10-14,17.1,22.1,11:36,12.8,6:10,9.3
2018-10-15,17.2,22.5,12:44,14.9,4:11,7.6
2018-10-16,16.1,20.2,13:02,13.9,5:02,6.3
2018-10-17,16.5,21.6,11:38,12.8,6:37,8.8
2018-10-18,15.9,20.8,14:18,12.1,6:17,8.7
2018-10-19,15.5,21.6,12:57,11.4,6:34,10.2
2018-10-20,15.5,21.4,12:37,10.8,6:40,10.6
2018-10-21,16.2,22.2,11:38,11.3,6:34,10.9
2018-10-22,17.1,22.8,13:14,13.1,5:51,9.7
2018-10-23,18,22.7,14:14,15.7,23:55,7
2018-10-24,15.7,21.9,12:46,12.5,6:50,9.4
2018-10-25,16.5,22.4,12:01,12.2,3:16,10.2
2018-10-26,15.9,19,11:19,13.6,2:45,5.4
2018-10-27,13,16,10:51,9.6,23:56,6.4
2018-10-28,13.8,18.3,13:48,8.1,5:56,10.2
2018-10-29,14.4,19.4,13:58,10.6,5:32,8.8
2018-10-30,10.8,15.4,14:26,8,6:15,7.4
2018-10-31,11.6,16.5,14:10,7.9,6:09,8.6
2018-11-01,11.5,17.8,12:37,7.9,6:58,9.9
2018-11-02,13.3,19.6,13:21,8.2,6:35,11.4
2018-11-03,13.9,20.7,11:33,9.2,6:43,11.5
2018-11-04,15.3,22.5,14:05,11,0:32,11.5
2018-11-05,15.1,21.3,11:19,10.4,5:40,10.9
2018-11-06,16.4,22,12:21,12.2,5:48,9.8
2018-11-07,16.9,20.1,13:08,14.7,3:22,5.4
2018-11-08,16.8,18.8,15:23,15.2,23:55,3.6
2018-11-09,14.3,17.9,14:08,11.8,21:27,6.1
2018-11-10,14.2,19.6,12:43,10.6,3:27,9
2018-11-11,14.4,20.6,12:19,10.2,6:34,10.4
2018-11-12,12.6,15.2,12:10,11,3:48,4.2
2018-11-13,12.8,18.4,11:22,10.3,23:54,8.1
2018-11-14,12.7,19.1,13:38,9,7:01,10.1
2018-11-15,13.3,18.8,13:01,8.9,7:08,9.9
2018-11-16,12.7,16.5,11:50,10.5,4:00,6
2018-11-17,12.4,18.1,12:38,9.7,6:52,8.4
2018-11-18,10.3,12.9,12:31,9.1,4:20,3.8
2018-11-19,11.1,17.2,13:43,7.6,6:29,9.6
2018-11-20,10.2,15.3,12:26,6.6,7:09,8.7
2018-11-21,10.9,13.5,12:29,7.9,6:47,5.6
2018-11-22,7.5,12.3,13:51,4.2,23:54,8.1
2018-11-23,6.1,11.9,13:46,2.7,7:03,9.2
2018-11-24,7.7,12.5,11:29,3.2,6:29,9.3
2018-11-25,9.7,14.8,12:23,6.2,7:05,8.6
2018-11-26,11.1,16.8,14:16,5.8,6:59,11
2018-11-27,14,19.9,13:59,10.6,0:30,9.3
2018-11-28,11.6,17.8,13:20,7.9,23:36,9.9
2018-11-29,10.4,15.9,13:41,6,5:04,9.9
2018-11-30,11.4,16.4,12:52,7.4,7:34,9
2018-12-01,10.4,14.2,13:26,7.8,6:50,6.4
2018-12-02,14.1,18.8,12:30,9.5,6:09,9.3
2018-12-03,16.8,18.8,14:41,14.5,0:24,4.3
2018-12-04,14.6,16.8,8:59,10.3,23:57,6.5
2018-12-05,9.7,14.9,13:36,4.8,7:47,10.1
2018-12-06,7.3,9.8,3:12,5.1,22:47,4.7
2018-12-07,0.5,5.2,0:01,-3.2,23:25,8.4
2018-12-08,-1.9,3,14:26,-5.4,6:50,8.4
2018-12-09,-0.5,4.9,14:24,-4.1,7:25,9
2018-12-10,4,10.7,14:10,-2.4,5:29,13.1
2018-12-11,5.8,8.3,14:42,3,23:54,5.3
2018-12-12,2.9,7.2,14:51,0.5,22:00,6.7
2018-12-13,3.2,8.1,14:53,-1.5,4:38,9.6
2018-12-14,1.2,6.2,15:29,-2.2,7:23,8.4
2018-12-15,4,10.4,15:05,-1.5,5:14,11.9
2018-12-16,4.7,8.7,10:15,3.3,12:17,5.4
2018-12-17,5.9,9.4,13:04,3.1,0:18,6.3
2018-12-18,5.6,9.7,15:17,1.8,7:18,7.9
2018-12-19,9.6,13.7,13:59,5.2,0:23,8.5
2018-12-20,10.3,12.2,13:26,8.3,22:56,3.9
2018-12-21,11.9,17.2,12:17,8,6:40,9.2
2018-12-22,12.5,17.6,14:12,9.4,3:35,8.2
2018-12-23,8.8,13.3,14:08,3.9,23:55,9.4
2018-12-24,3.9,8.2,15:01,0.9,7:24,7.3
2018-12-25,5,9.9,13:55,0.2,5:23,9.7
2018-12-26,6.9,11,14:43,3.8,23:46,7.2
2018-12-27,0.5,4.9,12:09,-4.7,23:58,9.6
2018-12-28,-3.5,1.2,15:53,-7.1,6:37,8.3
2018-12-29,-2.2,2.1,14:13,-5.5,6:59,7.6
2018-12-30,-0.7,5.6,14:39,-5.2,6:33,10.8
2018-12-31,3.9,10.6,12:34,-0.1,7:26,10.7
2019-01-01,1,5.5,15:26,-1.9,6:21,7.4
2019-01-02,1.2,6.4,15:44,-2.5,7:23,8.9
2019-01-03,3,8.4,15:42,-1.7,7:02,10.1
2019-01-04,5,8.2,11:35,1.4,7:36,6.8
2019-01-05,5.5,10.7,14:50,2.2,23:54,8.5
2019-01-06,4.4,10.7,14:32,1.3,7:33,9.4
2019-01-07,4.4,9.5,15:05,0.7,7:23,8.8
2019-01-08,3.2,8.2,13:49,-0.7,23:59,8.9
2019-01-09,2.3,7.6,12:06,-2.6,6:55,10.2
2019-01-10,4.8,9,14:35,2.5,6:04,6.5
2019-01-11,6.2,12.2,13:00,0.4,6:33,11.8
2019-01-12,6.2,8.3,1:51,4.7,9:15,3.6
2019-01-13,6.8,12.5,15:10,3.2,6:41,9.3
2019-01-14,7.3,13.5,13:57,2.4,7:15,11.1
2019-01-15,5.6,10.4,13:52,1.4,24:00:00,9
2019-01-16,0,5.6,16:34,-4.4,6:45,10
2019-01-17,2.4,7.6,16:30,-2,5:03,9.6
2019-01-18,5.5,10.8,16:32,1.1,3:58,9.7
2019-01-19,7.5,12.2,12:56,4.2,3:08,8
2019-01-20,5.5,10.6,14:33,0.5,23:54,10.1
2019-01-21,2.8,7.9,16:33,-2.3,7:01,10.2
2019-01-22,5.5,10.6,15:03,0.9,4:41,9.7
2019-01-23,6.5,10.7,15:20,2.1,7:06,8.6
2019-01-24,5.7,11.6,13:41,1.5,7:10,10.1
2019-01-25,4.2,7.9,12:22,-0.1,23:54,8
2019-01-26,1,6.3,16:39,-2.6,6:47,8.9
2019-01-27,3.9,9,15:37,-0.7,7:17,9.7
2019-01-28,5.3,10.9,15:21,2,4:39,8.9
2019-01-29,5.2,11.4,14:47,-0.6,7:10,12
2019-01-30,8.6,13.7,14:58,5.4,7:44,8.3
2019-01-31,2.2,8.9,1:24,-1.5,23:56,10.4
2019-02-01,0.4,5.5,15:24,-4.2,6:26,9.7
2019-02-02,4.2,8.3,15:58,-1.3,5:33,9.6
2019-02-03,11.6,14.9,14:23,7.4,1:22,7.5
2019-02-04,6.8,10.5,12:42,3.4,7:27,7.1
2019-02-05,8,13,13:22,2.5,7:12,10.5
2019-02-06,10.5,15.5,13:30,6.6,6:33,8.9
2019-02-07,8.3,13.4,13:01,1.5,24:00:00,11.9
2019-02-08,3.2,9,13:25,-1.4,6:46,10.4
2019-02-09,2.5,5.6,12:56,0.2,23:48,5.4
2019-02-10,4,9.7,13:25,-1.3,5:57,11
2019-02-11,2.9,6.8,16:15,0,7:16,6.8
2019-02-12,4,9.4,15:07,-0.5,5:28,9.9
2019-02-13,4.6,9,15:18,1.2,7:38,7.8
2019-02-14,5.2,11.3,12:55,2,0:45,9.3
2019-02-15,6.3,8.8,14:35,4,0:01,4.8
2019-02-16,3.2,7.5,14:35,0.4,23:32,7.1
2019-02-17,3.2,9.5,15:54,-1.7,7:05,11.2
2019-02-18,6.5,10.5,14:10,2.2,5:02,8.3
2019-02-19,7.1,10.4,13:40,5.4,23:57,5
2019-02-20,5.6,10.3,16:07,2,6:01,8.3
2019-02-21,6.9,12.7,14:29,1.5,7:22,11.2
2019-02-22,9,14.1,13:30,5.3,6:21,8.8
2019-02-23,9.2,15.2,12:50,6.5,23:47,8.7
2019-02-24,9,13.8,12:23,4.6,5:59,9.2
2019-02-25,10.8,16.2,11:45,6.4,6:25,9.8
2019-02-26,10.9,16,15:05,6.5,6:53,9.5
2019-02-27,10.4,13,14:49,8.8,6:32,4.2
2019-02-28,10.6,16.5,12:06,7.5,6:09,9
2019-03-01,10.6,16.1,13:10,7,7:02,9.1
2019-03-02,10.7,15.5,13:21,7.1,6:57,8.4
2019-03-03,11.5,15.4,11:49,9.5,7:08,5.9
2019-03-04,11.4,16.9,12:08,8.8,5:58,8.1
2019-03-05,12,16,13:24,7.9,2:42,8.1
2019-03-06,10.7,13.8,15:56,8.8,20:51,5
2019-03-07,9.7,14,13:59,7.3,7:05,6.7
2019-03-08,10.5,14.5,12:01,5.6,6:54,8.9
2019-03-09,11.8,15.4,14:22,7.4,6:19,8
2019-03-10,8.4,12.2,0:34,6.7,23:57,5.5
2019-03-11,9.8,14.5,13:25,5.8,4:22,8.7
2019-03-12,9.4,14.8,14:42,4.5,23:58,10.3
2019-03-13,5.5,11.4,16:19,0.5,6:38,10.9
2019-03-14,8,12.1,14:51,2.7,6:44,9.4
2019-03-15,8.2,13.3,15:01,3.6,23:57,9.7
2019-03-16,7.7,12.6,14:22,2.5,3:37,10.1
2019-03-17,9.9,15.4,14:50,5.4,5:45,10
2019-03-18,11.5,14.4,11:49,8.1,4:28,6.3
2019-03-19,13.9,19.3,11:59,9.2,6:58,10.1
2019-03-20,13.8,17.2,11:59,11.2,4:41,6
2019-03-21,15.6,21,15:24,10.6,23:53,10.4
2019-03-22,9.4,14.4,13:10,5.4,6:50,9
2019-03-23,7,13.5,14:23,3.7,6:23,9.8
2019-03-24,6.9,11.1,13:54,2,5:48,9.1
2019-03-25,8.7,11.8,15:00,4.5,6:10,7.3
2019-03-26,13.6,20.7,15:46,7.2,3:58,13.5
2019-03-27,14.8,18.7,12:48,12.3,5:53,6.4
2019-03-28,12.8,16.1,11:26,10.7,23:21,5.4
2019-03-29,13.9,17.1,12:09,10.5,0:15,6.6
2019-03-30,11.6,16.1,12:47,5.6,23:49,10.5
2019-03-31,7.7,13.5,15:15,4.4,5:56,9.1
2019-04-01,7.7,14.1,14:17,2.1,5:36,12
2019-04-02,9.4,15,15:01,4.5,6:02,10.5
2019-04-03,9.8,13.9,11:37,5.7,5:59,8.2
2019-04-04,12.1,17.4,14:22,6,5:32,11.4
2019-04-05,13.9,18,16:41,10.1,5:51,7.9
2019-04-06,14.4,18.4,14:17,10.4,6:22,8
